3.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00,1.419999999999999929e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.550000000000000044e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.679999999999999938e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.810000000000000053e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.939999999999999947e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.069999999999999840e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000178e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.330000000000000071e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.459999999999999964e+00,4.000000000000000000e+00,2.000000000000000000e+00,-4.000000000000000000e+01,-1.030000000000000000e+02,-7.966225433349609375e+01,-2.265800550146010295e+01
1.700000000000000000e+01,2.000000000000000000e+00,2.500000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,5.300000000000000266e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.479999999999999982e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.609999999999999876e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.750000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.879999999999999893e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.009999999999999787e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+01,-5.900000000000000000e+01,-5.631769943237304688e+01,-4.546272148520260181e+00
1.800000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,2.300000000000000100e-01,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.499999999999999778e-01,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.979999999999999982e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.100000000000000089e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.209999999999999964e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.330000000000000071e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.450000000000000178e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.569999999999999840e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.680000000000000160e+00,1.000000000000000000e+00,2.000000000000000000e+00,-4.000000000000000000e+01,-6.900000000000000000e+01,-7.119865417480468750e+01,-3.186455325803895011e+00
5.000000000000000000e+00,1.500000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,2.069999999999999840e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000178e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+01,-4.300000000000000000e+01,-4.888022613525390625e+01,-1.367494450059048106e+01
1.900000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,3.390000000000000124e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.609999999999999876e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.720000000000000195e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.819999999999999840e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.930000000000000160e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.040000000000000036e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.150000000000000355e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.259999999999999787e+00,4.000000000000000000e+00,2.000000000000000000e+00,-4.000000000000000000e+01,-1.220000000000000000e+02,-1.089137420654296875e+02,-1.072644092997566467e+01
2.500000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.099999999999999922e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.099999999999999978e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.199999999999999845e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.200000000000000178e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000044e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.299999999999999822e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.260000000000000009e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.360000000000000098e+00,4.000000000000000000e+00,1.000000000000000000e+00,-4.000000000000000000e+01,-1.330000000000000000e+02,-1.193432846069335938e+02,-1.026820706245594472e+01
2.200000000000000000e+01,4.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.300000000000000155e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.400000000000000022e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.500000000000000444e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000311e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.700000000000000178e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.800000000000000044e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.899999999999999911e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.100000000000000089e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.209999999999999964e+00,4.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+01,-8.200000000000000000e+01,-6.537060546875000000e+01,-2.027974942835365724e+01
2.000000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,1.899999999999999911e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.009999999999999787e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.109999999999999876e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.019999999999999574e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.129999999999999893e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.230000000000000426e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.339999999999999858e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.440000000000000391e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.549999999999999822e+00,4.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+01,-7.100000000000000000e+01,-9.152053833007812500e+01,-2.890216666208186780e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,1.500000000000000000e+01,1.000000000000000000e+00,4.699999999999999734e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.899999999999999689e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.099999999999999645e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.299999999999999600e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.499999999999999556e-01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.070000000000000062e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.189999999999999947e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.310000000000000053e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.429999999999999938e+00,4.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+01,-9.000000000000000000e+01,-7.959674835205078125e+01,-1.155916849772135535e+01
7.000000000000000000e+00,1.300000000000000000e+01,1.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.800000000000000044e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000222e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.720000000000000195e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.370000000000000107e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,3.629999999999999893e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,3.759999999999999787e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.410000000000000142e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.540000000000000036e+00,1.000000000000000000e+00,2.000000000000000000e+00,-4.000000000000000000e+01,-8.600000000000000000e+01,-8.876319885253906250e+01,-3.213021921557049243e+00
